lane,shipment_count,total_emissions,average_emissions,average_utilization,average_transit_time_hrs,average_speed_kmph,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Ranchi - Jabalpur,2,908.6,454.3,81.1706419465229,17,55,0.3918,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Jaipur,3,3212.1,1070.7,62.0497488168429,32.9666666666667,51.3333333333333,0.0790333333333333,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Jalandhar,5,4972.3,994.46,61.8514960176704,34.36,61.2,0.20044,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Kanpur,1,665.4,665.4,91.2971089390744,21.1,47,0.0479,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Kochi,2,2987.1,1493.55,63.3902860313865,45.6,61,0.2573,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Kota,1,748.5,748.5,44.9419850826481,27,60,0.0725,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Ranchi - Lucknow,1,515.1,515.1,74.1086521909694,18.6,53,0.1135,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Ludhiana,2,2084.7,1042.35,62.4481082734548,33.25,61,0.11375,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Madurai,1,1329.3,1329.3,95.8447411140355,42.7,62,0.1305,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Mangalore,1,1376.9,1376.9,54.5548640537585,40.9,62,0.3419,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Mumbai,3,3979.6,1326.53333333333,65.3667655400242,42.0666666666667,51,0.0600333333333333,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Nagpur,3,1955.7,651.9,72.6792258721245,21.1,53.6666666666667,0.2688,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Nashik,1,1032.6,1032.6,86.2814336430111,33.4,60,0.0909,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Noida,2,1916.7,958.35,66.0421296577547,31.6,50,0.05305,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Panipat,2,1962,981,86.839586677723,30.35,57,0.057,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Patna,3,681.8,227.266666666667,64.7722812347659,9.7,52.6666666666667,0.143166666666667,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Prayagraj,1,358.3,358.3,96.6362071891031,13.8,55,0.1343,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Pune,2,2384.1,1192.05,83.3324138117286,36.8,57,0.1301,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Rajkot,2,2422.3,1211.15,67.8182027808049,39.65,59.5,0.09985,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Rohtak,2,1791.2,895.6,55.703908834462,30.1,57.5,0.0605,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Ranchi - Surat,1,1387,1387,94.2188076421997,37.9,55,0.1091,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ranchi - Thiruvananthapuram,2,3274.1,1637.05,62.8912454914078,50.75,57,0.05265,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Ranchi - Udaipur,1,979,979,77.6936464698417,32,60,0.0864,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Vadodara,1,1040.9,1040.9,82.4871152384629,33.5,60,0.0747,Normal,Monitor lane performance and maintain current operating plan
Ranchi - Varanasi,2,609,304.5,88.1881489179986,11.35,54,0.20685,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Vijayawada,1,816.5,816.5,75.9073370712373,24.1,60,0.3076,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Ranchi - Visakhapatnam,3,1681.7,560.566666666667,79.1850741040144,19.1666666666667,57,0.0854666666666667,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Agra,4,919.5,229.875,88.6782463578893,8.35,52.75,0.186225,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Ahmedabad,1,709.2,709.2,55.6821897772372,22.8,55,0.3453,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Amritsar,1,304.4,304.4,73.857173044369,12.2,53,0.0851,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Aurangabad,2,1520.4,760.2,71.7132284495557,27.1,62,0.20205,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Bangalore,1,1446.4,1446.4,49.3489967296376,50,55,0.0667,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Rohtak - Belgaum,1,1111.3,1111.3,68.6434693417986,37.8,62,0.1131,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Chennai,1,1596.2,1596.2,45.7999113603822,53,52,0.0572,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Rohtak - Coimbatore,2,3418.6,1709.3,61.3833063326723,51.4,60,0.0839,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Delhi,6,297.3,49.55,80.721007677359,5.18333333333333,39.1666666666667,0.255116666666667,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Durgapur,2,1880,940,81.4039584462926,32.1,62,0.23705,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Faridabad,2,176.4,88.2,87.1661535174674,6.45,37.5,0.09505,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Ghaziabad,1,93.8,93.8,83.2199174081204,6.7,34,0.0487,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Gwalior,1,360.3,360.3,64.2739985647338,12.3,50,0.0796,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Hubli,1,1314.2,1314.2,58.8138604653797,38.8,62,0.2165,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Indore,1,686.3,686.3,72.4506246623242,23.1,48,0.0531,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Jabalpur,3,1831.1,610.366666666667,67.7179933024428,20.3666666666667,57.6666666666667,0.1343,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Jaipur,1,236.5,236.5,95.4598837267678,8.6,50,0.0762,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Jalandhar,3,807,269,75.5313529460571,10.6333333333333,52.6666666666667,0.1376,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Kanpur,2,827.6,413.8,74.9752392025319,15.45,51.5,0.07105,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Kochi,3,6020.1,2006.7,88.368449777118,56.4,57.3333333333333,0.0744666666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Kolkata,1,1372.2,1372.2,76.0259159006182,42.6,50,0.0457,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Mangalore,2,2875.6,1437.8,87.7882793772935,45.9,61,0.11315,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Mumbai,1,1163.1,1163.1,78.5777328306794,36.5,50,0.0546,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Nagpur,3,2378.8,792.933333333333,51.762835727899,26.4666666666667,54.3333333333333,0.407,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Nashik,3,2512.8,837.6,64.6992266539438,28.5333333333333,59.3333333333333,0.119966666666667,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Noida,3,267,89,83.0294100176044,6.23333333333333,39.6666666666667,0.2282,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Patna,2,1713.4,856.7,83.1755624936212,28.25,51.5,0.08365,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Prayagraj,1,602.5,602.5,67.3229223184672,18.4,58,0.1225,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Pune,2,1825.6,912.8,51.6674422794459,33.8,57,0.2399,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Rajkot,2,1571.9,785.95,70.0848784173763,26.2,56.5,0.0961,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Ranchi,2,1809.2,904.6,67.9498241156442,28.75,61,0.20155,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Salem,1,1688.5,1688.5,63.2791597450478,48.5,62,0.1422,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Siliguri,1,1003.9,1003.9,48.352092927451,31.1,62,0.2407,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Sonipat,3,117.1,39.0333333333333,79.2034889580865,3.83333333333333,48.3333333333333,0.203633333333333,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Surat,1,819.5,819.5,71.8016520044457,28.1,53,0.0793,Normal,Monitor lane performance and maintain current operating plan
Rohtak - Thiruvananthapuram,4,9276,2319,85.0173634189355,63.5,54.25,0.135225,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Trichy,2,3510.6,1755.3,57.6645073597327,50.9,62,0.30685,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Rohtak - Udaipur,2,898.3,449.15,71.0086945426771,17.4,55,0.239,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Varanasi,2,1318.4,659.2,66.6084479216273,20.3,60,0.35055,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Rohtak - Vijayawada,1,1621.4,1621.4,85.1954193472121,43.4,51,0.0364,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Rohtak - Visakhapatnam,2,2380,1190,68.688394946228,38.4,58.5,0.1086,Normal,Monitor lane performance and maintain current operating plan
Salem - Agra,2,2962.2,1481.1,95.0696764058627,45.35,59.5,0.08915,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Ahmedabad,2,2439,1219.5,65.5147136643327,39,57,0.3027,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Salem - Aurangabad,2,1643.8,821.9,64.9572984627874,26.5,60,0.08185,Normal,Monitor lane performance and maintain current operating plan
Salem - Bangalore,2,385.2,192.6,62.0108346619264,9.85,32.5,0.0825,Normal,Monitor lane performance and maintain current operating plan
Salem - Bhopal,3,3793.2,1264.4,67.4512297135744,36.8333333333333,55.6666666666667,0.190833333333333,Normal,Monitor lane performance and maintain current operating plan
Salem - Bilaspur,1,1039.6,1039.6,94.0388830880206,33.1,60,0.0753,Normal,Monitor lane performance and maintain current operating plan
Salem - Chandigarh,2,3194.4,1597.2,68.2054771398487,53.2,62,0.1348,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Chennai,1,255.9,255.9,59.4820745931922,10.7,50,0.0718,Normal,Monitor lane performance and maintain current operating plan
Salem - Coimbatore,2,342.5,171.25,71.7961673438063,7.7,38,0.04795,Normal,Monitor lane performance and maintain current operating plan
Salem - Durgapur,2,2501.5,1250.75,51.1643418148732,42.9,60,0.07135,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Salem - Faridabad,2,3597.8,1798.9,63.4148331547954,51.65,56,0.36845,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Salem - Ghaziabad,3,4900.2,1633.4,50.8164566207688,54.3666666666667,53.6666666666667,0.0876,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Salem - Guntur,2,1040,520,67.7893892517134,17.95,54,0.1161,Normal,Monitor lane performance and maintain current operating plan
Salem - Gurgaon,2,3297.2,1648.6,54.1759201663258,51.85,56,0.1308,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Salem - Hubli,1,464.7,464.7,37.1368631687131,16.5,55,0.2729,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Salem - Indore,2,2132.4,1066.2,64.071017546973,36.5,55,0.0808,Normal,Monitor lane performance and maintain current operating plan
Salem - Jabalpur,1,1645,1645,80.7408872528753,42.1,47,0.043,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Jaipur,3,4717.6,1572.53333333333,65.0236783362105,47.5666666666667,56.3333333333333,0.183466666666667,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Jalandhar,2,3859.4,1929.7,85.2397860738688,55.8,61,0.1214,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Kanpur,2,2790.9,1395.45,68.4536572412896,42.85,61,0.17685,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Kochi,2,507.3,253.65,81.5138461395995,10.5,52.5,0.11175,Normal,Monitor lane performance and maintain current operating plan
Salem - Kolkata,5,8049.4,1609.88,72.5189270771487,48.94,51.6,0.07924,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Kota,2,2518.4,1259.2,59.5061617923366,41.05,58.5,0.0712,Normal,Monitor lane performance and maintain current operating plan
Salem - Ludhiana,2,3793.1,1896.55,86.5050174668902,56.5,58.5,0.07565,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Madurai,1,167,167,73.1364599166919,7.9,47,0.0743,Normal,Monitor lane performance and maintain current operating plan
Salem - Mangalore,2,711.7,355.85,79.948880603817,12.95,54,0.12335,Normal,Monitor lane performance and maintain current operating plan
Salem - Mumbai,1,897.5,897.5,50.8388503926766,31.2,52,0.0527,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Salem - Noida,4,6467.5,1616.875,64.5013032908238,52,56,0.110325,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Panipat,3,4842.5,1614.16666666667,55.7968172433876,50.8666666666667,60.3333333333333,0.294933333333333,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Salem - Patna,1,1316.7,1316.7,44.9744729766008,47.1,57,0.5623,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Salem - Prayagraj,2,2601.4,1300.7,65.0358243632999,42.45,58.5,0.0871,Normal,Monitor lane performance and maintain current operating plan
Salem - Rajkot,1,1192.1,1192.1,52.3160244922522,39.1,57,0.0499,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Salem - Ranchi,1,1373.9,1373.9,80.5456611089643,38.7,62,0.3654,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Salem - Rohtak,3,4730.7,1576.9,74.5211953824239,48.9333333333333,61.3333333333333,0.104233333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Sonipat,3,4538.1,1512.7,78.6806396452549,49.1333333333333,61.3333333333333,0.125533333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Surat,1,1032.6,1032.6,95.0513491624583,34.1,57,0.1442,Normal,Monitor lane performance and maintain current operating plan
Salem - Thiruvananthapuram,3,1119.1,373.033333333333,56.3341711974942,14.0333333333333,47.6666666666667,0.105966666666667,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Salem - Tirupati,5,1194.6,238.92,73.4428232386274,9.96,52,0.11636,Normal,Monitor lane performance and maintain current operating plan
Salem - Trichy,2,221.1,110.55,66.0329735732618,5.9,45.5,0.1,Normal,Monitor lane performance and maintain current operating plan
Salem - Varanasi,3,4140.5,1380.16666666667,62.7355213390757,41.6333333333333,60.6666666666667,0.0873,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Salem - Vijayawada,1,529,529,81.3709280576108,19,53,0.0922,Normal,Monitor lane performance and maintain current operating plan
Salem - Visakhapatnam,1,838.8,838.8,93.32972388044,25.6,53,0.055,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Agra,3,2567.8,855.933333333333,68.6965718441719,27.9666666666667,60.6666666666667,0.0909333333333333,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Ahmedabad,5,7008.1,1401.62,61.5502302661411,46.18,55.8,0.12276,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Amritsar,3,3707,1235.66666666667,68.9919357660717,38.1333333333333,59,0.0855666666666667,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Aurangabad,2,2482.5,1241.25,63.497113901706,39.3,62,0.32125,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Bangalore,2,3528.4,1764.2,66.3194037120092,53.3,55,0.10925,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Bilaspur,3,2201.7,733.9,67.8853149798497,23.3666666666667,56,0.0794666666666667,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Chandigarh,5,5270.7,1054.14,67.2353320604146,32.06,61.6,0.26216,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Chennai,1,2265.1,2265.1,61.9167357627005,61.3,42,0.0495,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Coimbatore,3,6476.6,2158.86666666667,77.9306439186613,58.5666666666667,55.6666666666667,0.0786,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Delhi,4,4152,1038,57.4821981539389,33.45,54.75,0.1004,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Siliguri - Durgapur,1,402.5,402.5,86.2869887961446,14,47,0.0452,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Ghaziabad,3,2976.7,992.233333333333,55.0395614499429,32.9666666666667,54,0.177466666666667,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Siliguri - Guntur,2,2959.8,1479.9,91.2806637875863,41.25,54.5,0.0902,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Gurgaon,1,930.2,930.2,51.0291882714507,33.4,55,0.0984,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Siliguri - Guwahati,1,256.3,256.3,38.4158369951142,11.7,55,0.332,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Gwalior,2,1611.8,805.9,72.6612760730385,27.55,61,0.10575,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Hubli,1,1411,1411,74.1421144715643,47.2,62,0.3317,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Hyderabad,3,3977.8,1325.93333333333,74.7766978946862,41.6,55.3333333333333,0.1561,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Indore,3,4116.5,1372.16666666667,67.1871278588648,41.2666666666667,51,0.0592333333333333,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Jabalpur,1,773,773,78.8909235116542,25.6,58,0.091,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Jalandhar,2,2049.9,1024.95,58.8644371921681,35.4,61,0.2141,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Kanpur,1,613,613,72.1784653823679,21.7,60,0.1466,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Kochi,2,3826.2,1913.1,69.4134531611341,57.2,61,0.20535,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Kolkata,1,457,457,85.7280990237729,14.8,55,0.1354,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Kota,1,961.6,961.6,77.176226171617,33,62,0.1309,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Lucknow,2,1394.1,697.05,49.138312919439,24.35,48.5,0.0462,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Siliguri - Ludhiana,2,2314.5,1157.25,79.244101768007,34.9,60,0.07245,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Madurai,1,1768.3,1768.3,81.3621803178062,55.5,60,0.0774,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Mumbai,1,1441.3,1441.3,68.9131850542888,49.3,57,0.358,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Nagpur,1,1125.1,1125.1,73.4008594516823,35.8,50,0.0518,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Nashik,2,2723.7,1361.85,59.7762897238582,44.6,58.5,0.1181,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Noida,2,2248.9,1124.45,80.0294772877736,33.8,52.5,0.0706,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Panipat,5,5082.3,1016.46,76.2910433499598,31,61,0.23376,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Patna,3,967.2,322.4,59.7741164285479,12.1,53.6666666666667,0.1741,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Pune,2,3809.7,1904.85,78.4487704904951,54.8,49.5,0.12755,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Raipur,2,1535.6,767.8,66.1620328449954,24.85,59,0.17415,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Rohtak,1,954.5,954.5,96.4248858036385,31.1,62,0.1272,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Sonipat,1,1129.1,1129.1,100,33.2,55,0.0445,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Thiruvananthapuram,1,1880.3,1880.3,69.4527634068015,60.3,60,0.0865,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Tirupati,2,3045.6,1522.8,60.1610739761482,47.7,56,0.05645,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Siliguri - Udaipur,2,2393.7,1196.85,48.1863811869114,38.8,61,0.1551,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Siliguri - Vadodara,2,2641,1320.5,53.1847736343073,41.75,61,0.35975,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Siliguri - Varanasi,1,442.2,442.2,60.0903468036441,17.5,55,0.1692,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Vijayawada,4,4436.1,1109.025,63.9563423805029,36.45,61,0.11465,Normal,Monitor lane performance and maintain current operating plan
Siliguri - Visakhapatnam,1,1165.3,1165.3,93.7631993262186,33.4,54,0.0433,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Ahmedabad,2,1548,774,64.9799033415355,23.95,54,0.3496,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Amritsar,1,311.7,311.7,76.8422552584863,12.5,53,0.0713,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Aurangabad,2,1826.7,913.35,92.4233726205738,28.75,58.5,0.06855,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Bangalore,1,1644.4,1644.4,62.1753658222152,52.6,52,0.0729,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Belgaum,2,2518.4,1259.2,67.0929304646204,38.7,61,0.12145,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Bhopal,1,670.8,670.8,74.0775551517155,21.9,47,0.0402,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Bilaspur,2,1383.4,691.7,69.4595271423145,24.7,60,0.1905,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Chandigarh,2,311.1,155.55,63.7135539258149,7.7,49,0.1259,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Chennai,3,5138.4,1712.8,76.7154832043086,51.6,54,0.180733333333333,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Coimbatore,1,1680.4,1680.4,92.8028123521492,51.6,60,0.0819,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Delhi,2,80.8,40.4,72.9225941475489,4.75,34.5,0.3489,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Durgapur,2,2279.4,1139.7,62.7261839898239,34.9,54,0.0399,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Faridabad,4,277.9,69.475,72.3914408420218,5.925,37.25,0.11325,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Ghaziabad,1,58.2,58.2,79.0854112923263,5.2,41,0.3414,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Guntur,1,1180.8,1180.8,100,37.5,62,0.1139,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Guwahati,3,3625.4,1208.46666666667,68.5096938040446,38.5333333333333,61.3333333333333,0.1588,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Gwalior,3,913,304.333333333333,70.0932464606577,11.5,54.3333333333333,0.170366666666667,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Hubli,1,1916.5,1916.5,90.424710945576,47.4,49,0.0366,High Emission Lane,"Review fuel mix, route choice, and vehicle assignment for lower-carbon operations"
Sonipat - Indore,3,1979.2,659.733333333333,54.6735891227632,22,52.6666666666667,0.1707,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Jaipur,3,742.5,247.5,52.0374450583022,9.83333333333333,53.6666666666667,0.1068,Low Utilization Lane,Bundle orders and improve capacity planning to raise payload utilization
Sonipat - Jalandhar,1,270.3,270.3,54.0106616111524,10.5,55,0.2297,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Kochi,5,8634.3,1726.86,57.9562104077926,54,60.8,0.11314,High Emission + Low Utilization,"Consolidate loads, reduce empty movement, and shift dispatch windows to improve fill and cut emissions"
Sonipat - Kolkata,3,3566.3,1188.76666666667,61.8898407297525,37.7,57,0.2319,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
Sonipat - Kota,2,832.2,416.1,73.9680384195093,14.65,52.5,0.096,Normal,Monitor lane performance and maintain current operating plan
Sonipat - Lucknow,2,762.5,381.25,87.3948480713665,14.6,55,0.29755,Carbon Intensity Hotspot,"Deploy cleaner vehicles, reduce idling, and prioritize efficient routing on this corridor"
